a_value,hit,models_entry_index,models_offset,packed_size,template_ids,template_count
460312,True,1660,197461884,43751,12774;13573;13574;13575;13576;13577;13578;13579;13580;13581;13582;13583;13584;13585;13586;13587;13588;13589;13590;13591;13592;13593;13594;13595;13596;13597;13598;13599;13600;13601;13602;13603;13604;13605;13606;13607;13608;13609;13610;13611;13612;13613;13614;13615;13616;13617;13618;13619;13620;13621;13622;13623;13624;13625;13626;13627;13628;13629;13630;13631;13632;13633;13634;13635;13636;13637;13638;13639;13640;13641;13642;13643;13644;13645;13646;13647;13648;13649;13650;13651;13652;13653;13654;13655;13656;13657;13658;13659;13660;13661;13662;13663;13664;13665;13666;13667;13668;13669;13670;13671;13672;13673;13674;13675;13676;13677;13678;13679;13680;13681;13682;13683;13684;13685;13686;13687;13688;13689;13690;13691;13692;13693;13694;13695;13696;13697;13698;13699;15324;15994;15995;15996;15997;15998,134
460591,True,1590,195331476,40174,13171,1
460629,True,1591,195371650,14608,13173,1
460638,True,1592,195386258,30738,13175,1
460647,True,1593,195416996,53417,13177,1
460873,True,1594,195470413,37700,13179,1
460877,True,1595,195508113,18836,13181,1
460897,True,1460,191536236,22283,13193,1
461019,True,1555,194340019,45897,13183,1
461020,True,1556,194385916,43274,13185,1
461138,True,1596,195526949,13734,13187,1
461251,True,1541,194069944,10908,13189,1
461283,True,1542,194080852,7925,13191,1
461622,True,3490,292498689,10915,14879;13149,2
462104,True,129,37420682,1875492,8118,1
463161,True,1392,186442893,66388,15643,1
464192,True,3622,311754580,302429,13763,1
465395,True,3608,306539972,198528,13764,1
469156,True,3607,306300023,239949,13765,1
469318,True,1715,199331679,27598,13506,1
469322,True,1701,198984138,16826,13476,1
469325,True,1697,198896603,13154,13478,1
469329,True,1698,198909757,8394,13480,1
469333,True,1699,198918151,8434,13482,1
469337,True,1713,199257510,49210,13508,1
469343,True,1694,198869929,4193,13486,1
469348,True,1695,198874122,5347,13488,1
469351,True,1696,198879469,17134,13490,1
469354,True,1693,198862587,7342,13484,1
469357,True,1711,199223278,10185,13504,1
469360,True,1712,199233463,24047,13502,1
469363,True,1706,199028051,15930,13498,1
469367,True,1707,199043981,23962,13500,1
469372,True,1702,199000964,8130,13492,1
469411,True,1600,195659477,51735,13203,1
469424,True,1601,195711212,56353,13201,1
469431,True,1598,195591976,32895,13199,1
469438,True,1599,195624871,34606,13197,1
469444,True,1597,195540683,51293,13195,1
469511,True,1429,189643904,61501,13205,1
469516,True,1425,189421953,32524,11860,1
469575,True,2019,212631228,13698,8206,1
469595,True,1575,194906591,8897,13227,1
469613,True,1574,194896006,10585,13225,1
469623,True,1576,194915488,4684,13229,1
469629,True,1577,194920172,13229,13219,1
469633,True,1578,194933401,11537,13221,1
469637,True,1579,194944938,11043,13223,1
469644,True,1562,194568338,53700,13213,1
469664,True,1563,194622038,34206,13215,1
469705,True,1564,194656244,9171,13217,1
469728,True,1557,194429190,11462,13207,1
469745,True,1558,194440652,31136,13209,1
469798,True,1559,194471788,11446,13211,1
470068,True,596,89084764,70272,6952,1
470082,True,592,88949610,50836,6953,1
470632,True,2042,213211441,34147,13237,1
470635,True,2074,214808420,30264,13239,1
470637,True,2075,214838684,32047,13241,1
470700,True,2515,265065831,24093,8258,1
470708,True,2514,265055831,10000,15063,1
470721,True,2513,265035110,20721,8256,1
470789,True,890,135205088,84244,8261,1
470836,True,891,135289332,73094,8265,1
470844,True,892,135362426,92271,8266,1
470851,True,893,135454697,173202,8267,1
471361,True,894,135627899,58972,8271,1
471371,True,895,135686871,130257,8272,1
471381,True,896,135817128,61025,8273,1
471529,True,2508,264966096,7168,12880,1
471532,True,1249,183620709,3180,14000,1
471602,True,130,39296174,663918,8280,1
471628,True,897,135878153,40072,8278,1
471632,True,898,135918225,80490,8279,1
471672,True,887,135041688,72740,8282,1
471694,True,888,135114428,65529,8284,1
471866,True,889,135179957,25131,8286,1
471896,True,1175,181232361,25729,13243,1
471897,True,1176,181258090,27902,13245,1
471898,True,1177,181285992,73508,13247,1
471919,True,1830,202688803,12051,13231,1
471920,True,1831,202700854,12065,13233,1
471921,True,1832,202712919,15899,13235,1
472235,True,3632,314242483,80236,13766,1
472484,True,3624,312132565,134186,13560,1
472836,True,1258,183997629,40510,12358,1
472845,True,1254,183923797,13099,12356,1
472870,True,1458,191449983,41589,13249,1
472913,True,3691,316516212,1034788,11998,1
472950,True,1255,183936896,13099,12360,1
472992,True,2390,258421679,18113,14918,1
473022,True,2389,258400262,21417,14917,1
473292,True,2121,215820777,550968,8351,1
474333,True,3307,288503296,23973,1813,1
475017,True,1411,188052562,51024,11539,1
475022,True,3063,279406097,80895,8424,1
475029,True,1689,198751271,12752,8420,1
475035,True,1692,198849258,13329,8418,1
475041,True,727,110752667,82608,8414,1
475059,True,728,110835275,281539,8415,1
485084,True,1901,205536106,29550,8426,1
486775,True,2113,215680060,5490,14920,1
488511,True,2116,215757531,12310,14921,1
488514,True,2112,215624050,56010,14922,1
488525,True,571,86472776,467299,8461,1
488540,True,573,86947647,28021,8462,1
488560,True,587,88511453,72232,8463,1
488570,True,588,88583685,73338,8464,1
488579,True,572,86940075,7572,8465,1
488615,True,880,134135191,54496,8479,1
488627,True,881,134189687,125874,8480,1
488660,True,731,111159530,118663,8488,1
488661,True,882,134315561,22452,8481,1
488704,True,884,134367228,147270,8483,1
488727,True,885,134514498,15084,8484,1
488759,True,732,111278193,16503,8489,1
488765,True,733,111294696,33024,8490,1
488791,True,1687,198695403,17621,8492,1
488806,True,734,111327720,82234,8494,1
488943,True,1030,159517206,83377,8496,1
488951,True,1144,176187217,159305,8500,1
488971,True,1145,176346522,35289,8501,1
488978,True,1146,176381811,10392,8502,1
488986,True,1142,176140052,12208,8497,1
489031,True,1141,174228427,1911625,8499,1
489159,True,656,94810403,8215,8507,1
489164,True,657,94818618,56969,8508,1
489236,True,883,134338013,29215,8482,1
489328,True,574,86975668,11880,8509,1
489643,True,1075,162778411,110666,8553;9985,2
489646,True,1084,163788790,37418,8544,1
489648,True,1083,163418713,370077,8547,1
489649,True,1079,163199969,105325,8551;9989,2
489650,True,1078,163099818,100151,8550;9988,2
489651,True,1080,163305294,64421,8549,1
489652,True,1077,162999667,100151,8548;9987,2
489709,True,1082,163384808,33905,8555,1
489792,True,1085,163826208,37418,8561,1
489799,True,1076,162889077,110590,8552;9986,2
489859,True,1122,169246558,216707,8573,1
489861,True,1123,169463265,2754141,8574,1
489863,True,1032,159616162,49800,8576,1
489865,True,1129,172430818,111799,8577,1
489867,True,1130,172542617,12082,8578,1
489868,True,1124,172217406,36824,8579,1
489871,True,1126,172255141,43822,8580,1
489873,True,1121,169200248,46310,8575,1
489877,True,3770,322749858,10382,12362,1
489890,True,3758,322181834,36309,12364,1
489914,True,3768,322702993,17960,12703,1
489953,True,3777,322906188,21745,12368,1
489976,True,3771,322760240,33840,12366,1
490002,True,3778,322927933,22030,12370,1
490472,True,1087,163926468,8364,8596,1
490489,True,1036,159748621,13703,8598,1
490577,True,1086,163863626,62842,8601,1
490686,True,1690,198764023,76066,13251,1
490714,True,3755,322036385,49081,12374,1
490865,True,1074,162192391,586020,8608,1
490886,True,1131,172554699,7614,8611,1
490889,True,1132,172562313,21263,8612,1
490900,True,1031,159600583,15579,8615,1
490901,True,1133,172583576,31611,8616,1
490918,True,1427,189532933,77613,13253,1
490920,True,1428,189610546,33358,13255,1
490976,True,1430,189705405,61840,13257,1
491002,True,986,141890633,61399,8629,1
491029,True,2071,214373734,411357,8602,1
491092,True,1917,205896103,19776,13259,1
491098,True,1916,205872773,23330,13261,1
491106,True,1918,205915879,28590,13263,1
491113,True,1919,205944469,18506,13265,1
491120,True,1920,205962975,33710,13267,1
491253,True,987,141952032,4374,8644,1
491606,True,1033,159665962,15470,8647,1
491614,True,1037,159762324,23107,8650,1
491623,True,1038,159785431,6758,8651,1
491636,True,1039,159792189,11179,8652,1
491641,True,1040,159803368,8887,8653,1
491654,True,1035,159706201,42420,8659,1
491655,True,1034,159681432,24769,8658,1
491962,True,1041,159812255,23747,8665,1
491968,True,1042,159836002,8419,8666,1
491974,True,1043,159844421,11179,8667,1
491994,True,1044,159855600,6758,8671,1
492015,True,1073,162176808,15583,8675,1
492784,True,2079,214881727,12230,14001,1
492792,True,576,87002676,401471,8726,1
492793,True,582,87841538,458052,8735,1
492870,True,581,87755392,86146,8731,1
492890,True,577,87404147,115487,8727,1
492914,True,578,87519634,53354,8728,1
492935,True,579,87572988,122871,8729,1
492966,True,597,89155036,476949,8723,1
492969,True,583,88299590,81138,8732,1
492988,True,584,88380728,77585,8733,1
493003,True,730,111141166,18364,8724,1
493004,True,585,88458313,45572,8734,1
493024,True,729,111116814,24352,8725,1
493088,True,2078,214876191,5536,14024,1
493092,True,3772,322794080,13701,12372,1
493105,True,3499,292598015,8492,14002,1
493124,True,1510,192669318,65310,13269,1
493131,True,1511,192734628,14501,13271,1
493137,True,1512,192749129,14537,13273,1
493293,True,1703,199009094,6210,13494,1
493298,True,1704,199015304,9778,13496,1
493318,True,1408,187908935,50805,13275,1
493327,True,1409,187959740,50881,13276,1
493328,True,1410,188010621,41941,13277,1
493387,True,1877,204418579,23858,13279,1
493456,True,1878,204442437,15078,13281,1
493462,True,1879,204457515,11818,13283,1
493469,True,2073,214787993,20427,13289,1
493474,True,1875,204373633,27389,13285,1
493477,True,1876,204401022,17557,13287,1
493502,True,575,86987548,15128,8787,1
493523,True,1880,204469333,18710,13291,1
493552,True,580,87695859,59533,8730,1
493591,True,1348,185400866,12806,12882,1
493619,True,1570,194737563,5437,14430;14431;16132,3
493664,True,1802,202181386,72729,13293,1
493676,True,1803,202254115,26237,13295,1
493680,True,1804,202280352,48823,13297,1
493684,True,1805,202329175,18287,13299,1
493688,True,1806,202347462,26135,13301,1
493692,True,1807,202373597,13967,13303,1
493696,True,1808,202387564,28799,13305,1
493785,True,586,88503885,7568,8833,1
493861,True,1796,201357088,260959,8843,1
493886,True,1797,201618047,56657,8844,1
493906,True,1798,201674704,376567,8845,1
493931,True,3787,323174203,97674,12376,1
493940,True,3784,323058911,62582,12378,1
493957,True,1688,198713024,38247,13394;13395;13396,3
494222,True,1391,186436497,6396,13307;13308;13309;13310;13311;13312;13313;13314;13315;13316;13317;13318;13319;13320;13321;13322;13323;13324;13325;13326;13327;13328;13329;13330;13331;13332;13333;13334;13335;13336;13337;13338;13339;13340;13341;13342;13343;13344;13345;13346;13347;13348;13349;13350;13351;13352;13353;13354;13355;13356;13357;13358;13359;13360;13361;13362;13363;13364;13365;13366;13367;13368;13369;13370;13371;13372;13373;13374;13375;13376;13377;13378;13379;13380;13381;13382;13383;13384;13385;13386;13387;13388;13389;13390;13391;13392;16397,87
494425,True,3677,315962442,17309,12007,1
496018,True,1089,163990168,184238,8939,1
496060,True,1090,164174406,14510,8928,1
496070,True,1091,164188916,188968,8929,1
496194,True,675,98011830,517243,8956,1
496210,True,680,103115195,1512981,8958,1
496215,True,686,105725798,159957,8961,1
496216,True,687,105885755,155213,8962,1
496217,True,685,105576181,149617,8960,1
496223,True,674,96966106,1045724,8955,1
496226,True,683,105452473,115285,8963,1
496228,True,676,98529073,741037,8952,1
496337,True,673,96129245,836861,8953,1
496471,True,677,99270110,306338,8954,1
496633,True,679,101046525,2068670,8976,1
496729,True,688,106040968,162359,8979,1
496735,True,681,104628176,368465,8981,1
496799,True,672,95103222,1026023,8985,1
497131,True,1673,197720323,50531,12380,1
497458,True,1859,203924111,22722,12382,1
497459,True,1842,203156352,45664,12386,1
497460,True,1837,202934977,66748,12384,1
497610,True,483,76497721,342723,11515,1
497703,True,682,104996641,455832,9007,1
498768,True,678,99576448,1470077,9020,1
498879,True,2084,215070176,8498,14518;15633,2
498885,True,2086,215088654,12164,13945,1
498890,True,2085,215078674,9980,13944,1
498895,True,2022,212660718,5842,13940,1
498900,True,2020,212644926,8224,13942,1
498904,True,2083,215058847,11329,12884,1
498935,True,2021,212653150,7568,14517,1
498940,True,1471,191789762,3812,13941,1
498943,True,1472,191793574,6753,14519,1
498955,True,1838,203001725,3795,13943,1
499033,True,1841,203063935,92417,13402,1
499034,True,1237,183516673,27961,13400,1
499035,True,1852,203536980,116467,13398,1
499518,True,1871,204203045,129735,9063,1
500070,True,3537,296393066,197121,13770,1
500119,True,1839,203005520,32903,12673,1
500459,True,3620,310641807,472822,13769,1
500634,True,3575,302766493,328542,13771,1
500690,True,1047,160235549,1158349,9130,1
500714,True,1816,202579181,8110,12894,1
500717,True,1829,202670770,18033,12916,1
500718,True,1828,202666457,4313,12918,1
500719,True,1827,202659624,6833,12914,1
500720,True,1826,202655242,4382,12912,1
500721,True,1825,202644302,10940,12910,1
500722,True,1824,202640514,3788,12908,1
500723,True,1823,202634430,6084,12906,1
500724,True,1822,202630219,4211,12896,1
500725,True,1821,202625170,5049,12904,1
500726,True,1820,202617277,7893,12902,1
500727,True,1819,202604396,12881,12900,1
500728,True,1818,202591506,12890,12898,1
500785,True,1433,189885505,21798,13407,1
500807,True,1434,189907303,14124,13409,1
500815,True,1435,189921427,23266,13411,1
500836,True,1398,187766645,10339,13419,1
500845,True,1399,187776984,17855,13420,1
500846,True,1400,187794839,19287,13421,1
500847,True,1401,187814126,18081,13422,1
500848,True,1402,187832207,20983,13423,1
500857,True,1403,187853190,7677,13413,1
500858,True,1404,187860867,11033,13414,1
500859,True,1405,187871900,11033,13415,1
500860,True,1406,187882933,11033,13416,1
500861,True,1407,187893966,14969,13417,1
500900,True,1050,161413535,141612,9131,1
500913,True,1390,186416399,20098,12886;12887;12888;12889;12890,5
500939,True,1813,202534871,22527,13425,1
500945,True,1814,202557398,6107,13427,1
500950,True,1475,191821051,80994,13429,1
501038,True,1817,202587291,4215,12892,1
501084,True,1523,193017524,4456,12920;12921;12922;12923,4
501087,True,1522,193013068,4456,12930;12931;12932;12933,4
501089,True,1521,193008612,4456,12925;12926;12927;12928,4
501464,True,1048,161393898,11148,9172,1
501469,True,1049,161405046,8489,9173,1
501485,True,1835,202842302,69488,9177,1
501502,True,684,105567758,8423,9179,1
501549,True,3797,323816562,361457,13772,1
501634,True,3540,296914495,179127,13773,1
502841,True,605,90261887,138573,9202,1
502864,True,606,90400460,17460,9203,1
502876,True,603,90221845,27669,9204,1
502947,True,618,90805876,9799,9205,1
503065,True,614,90719690,33943,9209,1
503088,True,604,90249514,12373,9213,1
503103,True,607,90417920,48359,9214,1
503185,True,1387,186239732,18417,14510,1
503197,True,1388,186258149,55265,14511,1
503302,True,619,90815675,9799,9220,1
503437,True,1476,191902045,21783,14438,1
503440,True,1477,191923828,29883,14439,1
503443,True,1478,191953711,29165,14440,1
503446,True,1479,191982876,13915,14444,1
503461,True,1480,191996791,40989,14432,1
503465,True,1481,192037780,33353,14433,1
503469,True,1482,192071133,19927,14434,1
503473,True,1491,192241336,39383,14445,1
503474,True,1492,192280719,38045,14446,1
503475,True,1493,192318764,35135,14447,1
503476,True,1494,192353899,32754,14448,1
503501,True,1495,192386653,19477,14449,1
503502,True,1496,192406130,11147,14450,1
503503,True,1497,192417277,17249,14451,1
503514,True,1498,192434526,23315,14435,1
503515,True,1499,192457841,27029,14436,1
503516,True,1500,192484870,32305,14437,1
503526,True,1501,192517175,15917,14441,1
503527,True,1502,192533092,15917,14442,1
503528,True,1503,192549009,27313,14443,1
503684,True,2059,213644374,6107,9296,1
503732,True,3498,292572965,25050,8857,1
503770,True,874,129830744,65737,9339,1
503798,True,876,130576117,870623,9338,1
503916,True,875,129896481,679636,9340,1
504184,True,872,129243376,549104,9345,1
504216,True,873,129792480,38264,10651;9347,2
504231,True,1394,186510377,163362,9349,1
504246,True,1395,186673739,261487,9351,1
504277,True,1526,193059940,126508,9352,1
504298,True,1396,186935226,376006,9356,1
504299,True,1397,187311232,455413,9357,1
504327,True,886,134529582,512106,9363,1
504401,True,1800,202077136,91598,15009,1
504453,True,539,82410640,1540599,9368,1
504489,True,1230,182204582,236795,9372,1
504496,True,1231,182441377,535951,9373,1
504503,True,1232,182977328,518059,9374,1
504561,True,1681,198076592,84826,9383,1
504569,True,1682,198161418,182513,9384,1
504578,True,1683,198343931,64906,9385,1
504595,True,1684,198408837,50240,9386,1
504600,True,1685,198459077,81961,9387,1
504605,True,1686,198541038,154365,9388,1
504623,True,1621,196749895,6976,13431;13432;13433;13434,4
504660,True,1863,204046383,14143,12388;12716,2
504678,True,1691,198840089,9169,13438,1
504729,True,1736,199656805,17983,9409,1
504802,True,1618,196568601,1412,9413,1
504827,True,1622,196756871,17424,13436,1
504897,True,1147,176392203,384459,9419,1
504936,True,12,3959554,624132,9434,1
505007,True,4,2379035,370897,9436,1
505031,True,5,2749932,331256,9437,1
505055,True,9,3255353,45615,9443,1
505058,True,10,3300968,289895,9442,1
505062,True,13,4583686,1236,9439,1
505066,True,20,4592752,188708,9441,1
505072,True,19,4591047,1705,9440,1
505074,True,11,3590863,368691,9435,1
505209,True,8,3215587,39766,9446,1
505225,True,6,3081188,133189,9447,1
505358,True,954,141639915,22224,9453,1
505368,True,1143,176152260,34957,9455,1
505536,True,2738,269954680,133759,9465,1
505591,True,22,4971325,1297588,9473,1
505751,True,23,6268913,143089,9475,1
505775,True,0,0,306034,9506,1
505813,True,1,306034,2043493,9507,1
505844,True,30,9047153,795658,9485,1
505853,True,2778,270948033,68729,9487,1
505879,True,2752,270367987,27475,9489,1
505928,True,2870,272847922,49254,9491,1
505935,True,2767,270718904,40111,9493,1
505939,True,2766,270691859,27045,9495,1
505943,True,2814,271684410,155351,9497,1
505947,True,329,68087238,498698,9499,1
506231,True,2792,271264217,53100,9503,1
506236,True,330,68585936,1085625,9505,1
506363,True,1246,183603270,5823,14025,1
506367,True,1247,183609093,6089,14026,1
506376,True,1248,183615182,5527,14027,1
506379,True,1641,197242727,4330,14003,1
506384,True,2675,267612184,3172,14004,1
506387,True,2686,267780195,5311,14005,1
506408,True,2419,262167414,103602,9515,1
506411,True,2420,262271016,65428,9516,1
506431,True,2919,273876126,26078,9521,1
506455,True,1765,200355185,54400,9529,1
506474,True,2920,273902204,34506,9531,1
506480,True,2921,273936710,29594,9533,1
506485,True,2922,273966304,54664,9535,1
506490,True,2923,274020968,74242,9537,1
506967,True,2779,271016762,68729,9539,1
506979,True,1552,194273740,18221,13440,1
506984,True,1527,193186448,26767,13446,1
506995,True,3443,292152823,3513,13442,1
507011,True,970,141718280,1676,9549,1
507014,True,971,141719956,1676,9548,1
507028,True,1553,194291961,17052,13444,1
507032,True,24,6412002,1369164,9553,1
507067,True,28,8795542,124767,9555,1
507084,True,25,7781166,528322,9557,1
507119,True,27,8663420,132122,9560,1
507124,True,26,8309488,353932,9561,1
507141,True,1386,186138574,101158,14516,1
507163,True,326,67592259,68531,9567,1
507194,True,2731,269625287,40900,9569,1
507199,True,2732,269666187,14018,9572,1
507202,True,1081,163369715,15093,9574,1
507222,True,31,9842811,36496,9575,1
507238,True,2760,270525373,24772,9578,1
507264,True,2847,272434363,31300,9580,1
507292,True,2857,272593871,26292,9583,1
507296,True,2858,272620163,25116,9585,1
507299,True,29,8920309,126844,9587,1
507310,True,3293,287969698,76702,9589,1
507313,True,3294,288046400,81224,9590,1
507319,True,3295,288127624,25019,9592,1
507323,True,3296,288152643,28426,9593,1
507329,True,327,67660790,322078,9597,1
507897,True,328,67982868,104370,9599,1
508326,True,45,13957742,177659,9601,1
508493,True,989,142198229,1425815,9605,1
508586,True,988,141956406,241823,9606,1
508623,True,14,4584922,1225,9613,1
508626,True,15,4586147,1225,9614,1
508629,True,16,4587372,1225,9615,1
508632,True,17,4588597,1225,9616,1
508635,True,18,4589822,1225,9617,1
508654,True,21,4781460,189865,9618,1
508684,True,2768,270759015,40111,9624,1
508854,True,2,2349527,24352,9627,1
508947,True,3,2373879,5156,9631,1
508963,True,3416,291892778,10216,12935,1
508968,True,3415,291888012,4766,12937,1
508973,True,3417,291902994,6055,12939,1
508978,True,3445,292165632,3723,12941,1
508984,True,3446,292169355,6183,12943,1
508999,True,3514,292924638,8320,12945,1
509003,True,3515,292932958,10332,12947,1
509007,True,3456,292233516,5507,12949,1
509012,True,3457,292239023,3111,12951,1
509017,True,3451,292193228,11408,12953,1
509042,True,3450,292187596,5632,12955,1
509047,True,3449,292183611,3985,12957,1
509052,True,3467,292315997,5632,12959,1
509057,True,3465,292286581,16967,12961,1
509062,True,3466,292303548,12449,12963,1
509067,True,3479,292397063,5303,12965,1
509072,True,3481,292408153,6853,12967,1
509077,True,3480,292402366,5787,12969,1
509082,True,3513,292920163,4475,12971,1
509087,True,3463,292277326,5562,12973,1
509096,True,1647,197322353,9975,12471;12476,2
509100,True,1648,197332328,4671,12467;12470;12475,3
509103,True,1649,197336999,5759,12463;12472;12477,3
509106,True,1650,197342758,7799,12464;12474,2
509109,True,1651,197350557,5623,12469;12473,2
509112,True,1652,197356180,6167,12466,1
509115,True,1653,197362347,9975,12465,1
509128,True,1654,197372322,9975,12468,1
509252,True,2784,271146800,35392,9683,1
509299,True,2869,272791450,56472,9685,1
509346,True,2861,272668761,35914,9687,1
509815,True,879,131458720,2676471,9689,1
509994,True,2759,270497350,28023,9691,1
510337,True,1096,165179094,34984,9695,1
510346,True,1097,165214078,52756,9696,1
510356,True,154,44266688,8883,9699,1
510365,True,155,44275571,11066,9700,1
510375,True,153,44256187,10501,9702,1
510426,True,1098,165266834,10117,9708,1
510491,True,1849,203419894,15606,12390,1
510497,True,2702,268673268,28905,9715,1
510503,True,1858,203908741,15370,12392,1
510631,True,3458,292242134,5593,12975,1
510636,True,1125,172254230,911,9721,1
510638,True,1127,172298963,653,9722,1
510644,True,3459,292247727,4956,12977,1
510653,True,3460,292252683,8492,12979,1
510661,True,7,3214377,1210,9728,1
510849,True,3438,292120113,6857,13448,1
510994,True,1120,169172595,27653,9732,1
511003,True,1443,190034945,12553,13450,1
511066,True,1441,190011753,10297,13452,1
511073,True,1439,189992183,10749,13454,1
511084,True,1440,190002932,8821,13456,1
511090,True,1442,190022050,12895,13458,1
511113,True,1456,191254692,9591,11538,1
511229,True,1451,191185552,7125,13460,1
511284,True,1452,191192677,4993,13462,1
511357,True,877,131446740,9575,9764,1
511364,True,878,131456315,2405,9765,1
511516,True,2000,212112206,60758,9768,1
511527,True,1463,191563423,4098,13464,1
511575,True,41,12175396,190739,9779,1
511767,True,42,12366135,533222,9780,1
511945,True,43,12899357,384639,9781,1
512126,True,44,13283996,673746,9782,1
512403,True,40,12150641,24755,9783,1
512460,True,39,12144514,6127,9786,1
512582,True,2001,212172964,24661,9789;13946,2
512610,True,1128,172299616,131202,9791,1
512681,True,2002,212197625,65213,9793,1
512745,True,100,31378291,1206484,9814,1
512749,True,106,33334941,79822,9809,1
512753,True,107,33414763,98436,9810,1
512757,True,108,33513199,109008,9811,1
512762,True,105,33215307,119634,9807,1
512768,True,104,33124763,90544,9805,1
512772,True,110,33922236,529775,9808,1
512777,True,109,33622207,300029,9806,1
512781,True,101,32584775,371637,9812,1
512785,True,102,32956412,18665,9813,1
512829,True,103,32975077,149686,9804,1
512833,True,74,26581972,93479,9826,1
512848,True,82,26952182,418977,9828,1
512852,True,84,27384220,90194,9836,1
512856,True,87,28845009,305934,9837,1
512860,True,88,29150943,222027,9838,1
512863,True,90,29605255,22887,9839,1
512871,True,92,29642078,167609,9841,1
512875,True,93,29809687,160062,9843,1
512879,True,94,29969749,223545,9845,1
512883,True,95,30193294,307335,9847,1
512887,True,89,29372970,232285,9850,1
513823,True,85,27474414,90192,9881,1
513835,True,91,29628142,13936,9882,1
513967,True,2004,212264469,28238,9884,1
513981,True,1882,204551305,31528,9886,1
513998,True,86,27564606,1280403,9888,1
514296,True,2003,212262838,1631,9891,1
514326,True,112,34468947,1275833,9893,1
514454,True,2943,274721841,6277,9903,1
514460,True,2944,274728118,6283,9904,1
514464,True,2945,274734401,4538,9906,1
514468,True,2946,274738939,6276,9908,1
514624,True,1906,205687166,62842,9918,1
514678,True,2947,274745215,4538,9924,1
514692,True,2507,264951213,14883,9937,1
514695,True,2506,264936330,14883,9925,1
514705,True,2423,262451076,32498,9928,1
514759,True,2528,265493264,6530,9933,1
514771,True,3220,285534395,80585,10049,1
514791,True,3387,291558233,86169,9936,1
514804,True,2642,266753672,19216,9916,1
514849,True,2834,272051346,45827,9942,1
514854,True,2835,272097173,81707,9943,1
515192,True,3721,318060824,5260,9977,1
515234,True,180,45023556,21266,6535,1
515286,True,96,30500629,72994,9976,1
515301,True,97,30573623,5395,9964;9965;9966;9968;9969;9970;9971;9972;9973;9974,10
516104,True,1215,182087639,5274,14321,1
516108,True,1216,182092913,6831,14322,1
516112,True,1217,182099744,6417,14323,1
516113,True,1218,182106161,6331,14324,1
516114,True,1219,182112492,10075,14325,1
516154,True,1220,182122567,2635,14326;14327;14328;14329;14330,5
516162,True,1221,182125202,5179,14331;14332;14333;14334;14335,5
516169,True,1222,182130381,5179,14336;14337;14338;14339,4
516175,True,1223,182135560,5499,14340;14341;14342;14343;14344;14345,6
516183,True,1224,182141059,7211,14346;14347;14348,3
516188,True,1225,182148270,7347,14349;14350,2
516525,True,1208,182051186,2635,14351;14352;14353;14354;14355;14356,6
516528,True,1209,182053821,5627,14357;14358;14359;14360;14361;14362;14363,7
516529,True,1210,182059448,5691,14364;14365;14366;14367;14368;14369;14370;14371;14372,9
516530,True,1211,182065139,7211,14373;14374;14375,3
516537,True,1212,182072350,2635,14376;14377;14378;14379,4
516538,True,1213,182074985,5307,14380;14381;14382,3
516539,True,1214,182080292,7347,14383;14384;14385,3
516607,True,1152,177037643,516969,9995,1
516608,True,1153,177554612,270979,9996,1
516609,True,1154,177825591,1738878,9997,1
516623,True,83,27371159,13061,10070,1
516721,True,1202,182006616,2635,14386;14387;14388,3
516728,True,1203,182009251,7571,14389;14390;14391,3
516733,True,1204,182016822,7707,14392;14393,2
516737,True,1205,182024529,7775,14394;14395;14396;14397;14398,5
516744,True,1206,182032304,10583,14399;14400,2
516749,True,1207,182042887,8299,14401,1
517025,True,1195,181796956,34899,10016;10018;10019;10020;10021;10032,6
517100,True,113,35744780,301439,10023,1
517137,True,76,26677226,163112,10027,1
517152,True,77,26840338,7692,10029,1
517159,True,114,36046219,314080,10037,1
517207,True,122,36624090,350045,10035,1
517249,True,123,36974135,67379,10036,1
517322,True,80,26912800,19641,10330;10043,2
517332,True,81,26932441,19741,10331;10044,2
517384,True,1196,181831855,36083,13468,1
517747,True,1197,181867938,20201,13470,1
517751,True,1198,181888139,21650,14452,1
517769,True,1192,181731699,21482,10056,1
517965,True,1092,164377884,69816,10062,1
517988,True,2005,212292707,16555,10057,1
518014,True,1193,181753181,21482,10064,1
518122,True,1228,182192540,6025,10076,1
518127,True,1227,182190681,1859,10075,1
518152,True,1229,182198565,6017,10074,1
518352,True,1200,181940256,30715,13474,1
518514,True,1199,181909789,30467,13472,1
518811,True,1201,181970971,35645,13466,1
518858,True,126,37254167,11808,9949,1
518866,True,127,37265975,138481,9950,1
518870,True,128,37404456,16226,9951,1
519123,True,111,34452011,16936,10107,1
519308,True,98,30579018,258804,9861,1
519316,True,99,30837822,540469,9862,1
519341,True,2424,262483574,117924,9914,1
519378,True,1226,182155617,35064,10113,1
519441,True,2101,215307916,36784,10115,1
519569,True,38,12124701,19813,10128,1
519989,True,124,37041514,175902,10294,1
520144,True,125,37217416,36751,10295,1
523227,True,2881,273065591,53816,10152,1
523240,True,2735,269775858,29588,10159,1
523270,True,3298,288246777,65708,10161,1
523274,True,3297,288181069,65708,10163,1
523279,True,2798,271376964,25952,10165,1
523288,True,2634,266680948,6530,10167,1
523308,True,956,141666119,3330,10174,1
523316,True,1169,181077578,740,10155,1
523337,True,1170,181078318,740,10156,1
523338,True,1171,181079058,740,10157,1
523341,True,2859,272645279,15938,10182,1
