name,size,sha256,version,parse_status,num_blocks,num_meshes,total_vertices,total_triangles,max_uv_sets,skinned_meshes,max_bones,num_materials,materials,num_textures,textures,keyframe_controllers,num_text_keys,text_keys,ark_anim_variant,num_lights,particle_systems,texture_effects,morph_blocks,cameras,block_histogram
103004.nif,25657,ccbb79d8d689b03f2dc1e05b964875c8acee767d2922be64d0cc407f37bddc12,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
299337.nif,32637,afc25f29162388e50b3a9212d1112d43993735452029c818f348f7e324871b20,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
299338.nif,45777,58c1512105a864ad2d4ab4450fe1b19366459444ff137d0d513d45353a9c2714,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
299339.nif,27257,6f2115bc03927f22585e5b473991b269ae8621c232a27dc8dd24e3f90e142c9d,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
386923.nif,43001,bd575006ede9db24d2b6974494c32101569fa2fd783ab8adea0da17bdb9c6fda,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
387584.nif,29717,36bfad5b1fb956554dd9d85e1c637388be7ff5411306e8bf9ea047b5bb653b32,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
386924.nif,78373,9b4195f7dac9de2f43fbcbc1d6d2400ff53cf57ab1c416e22916592f8754ae7d,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
386925.nif,27209,a6dbadd96c73bfff79175204d16c4ad5c8a65474a024644da31502422297efb6,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
387585.nif,40041,53408f12be5feac4a412ac4ed3aeab7d26811b749fd867ee0a30e3b47a3a58f7,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
386926.nif,53865,30e7069c80c892b5dd261bfe6bb00bcf7aeedd700a86554a4223343309dac159,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
399409.nif,15046,2843eea1f9637b97c056548a278ff8a7e14567cad52a4c619b8aed0fd87e7860,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
411061.nif,101501,4a80c1c0d84df167eede3ed8c42dfa276475383cf885a263eed1e58a9c0be8a3,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
411060.nif,45613,7e0064ad36c4591783e63e664b0557e8cd317b0039618bf58e8bd7a6f4f02030,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
411059.nif,140453,d80ee3380097e335f50c5cbc5a8091fb953edf05731e61122fac2e914eb4310c,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
411062.nif,81073,12019ba64fc580e0cb8efe29cc5440dd96a6606676ced597f0248cf19101b1b6,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
15500.nif,28596,2202feaff663b5ba22e922a59dfbbf260d352383a26c5ccc1f1e16b7f3432427,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph: left;morph: right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
485782.nif,19736,1a876a506f6caf86ffdd6a36e5c1ac547e3722e68c951691cc1e8843f7ad04fa,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph: left;morph: right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
399404.nif,22686,5254c6ffb1f8038a0633b75638e413126388b57dffff3fc11024e3256a3ea267,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
399618.nif,24070,ab0bbb5c4f405f54fcd8c44916a72082616e56ef881cab1e04580d54b6922a3f,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
462319.nif,112186,dfdad04a5eccff0291814f9caca8b9755cc8236a72ad8db8415d4fdc17705617,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
15502.nif,22970,1e32422262293642b456abeb43aeb0bdc02c04a0956c0d0855872914ba576fe7,10.1.0.0,PASS,158,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":53,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
15504.nif,21166,2df61c97eb01cf4cba3ab599ab207d1f06dc35beb4a4ff6cdb348a10db0ddcb4,10.1.0.0,PASS,158,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":53,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
159790.nif,96478,ddfc74438f568fe8dd59750d80ce74ada35488f49bbc52637d409082d2d70e20,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
472981.nif,62273,a0d30197d78bc7ed7ed6e0a1459182af6911e616b0833e89fa2484f1c94a1af4,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
472980.nif,140453,7c4c6d7d15ecbd0b9cee21e3c04d5e8eaa5210046b4993a1d320bab13cc3f905,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
473470.nif,111305,66a38b7795bd89d8ac8ea47486066d1d9e80a8f4fd04477904af5ce5c07e4802,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
473469.nif,55877,097894819c743a23f805819f76510b5c2b346cf4c6f335d048c53ea063527ca4,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
473983.nif,53629,b6849ad41261e85f0a23048d74ebc435ada7e03af7b9cd1c2de78302d56a465d,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
15526.nif,35537,28d5e45b0a834f2c166ce7092c6bc35214827d5da9ae7dc025e5925965382733,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
15527.nif,41678,170f487a29910e6b851bfe103ec99f498ad8988b75689fd0359e1db2864c5390,10.1.0.0,PASS,158,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":53,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
485785.nif,26558,f46f4f88f07ec933c8f4b34501d5a7aa02491f8d3fc75c61fa6529fee7583503,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
207298.nif,34626,f679721a4ec2ebb2ebdd1171c437963a4715fb622cdee4fe95858c246b7b0386,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
207306.nif,19826,88b9e055f53cb9ce355097da2a408096a01d251994ac6c01fad5877b517cd4ce,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
494979.nif,284907,004c227539175d62bd8d3b161fb905b5774319fcae30de317a1b76273344e0d5,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":53,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
208447.nif,33695,30ad7eac8faa675587a69316cc7f975c2609841b277874eba2a555fef8d6b4d4,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":53,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
15501.nif,40813,10b0e43eb530af09a6102658454143e74ef35098d45fc6cb6a4605ec27a0a3b8,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
494996.nif,63595,a12ae0df2385c152b258f369ffaf0ff27acf5024c8af32c08c2d2d6d59e55d04,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":53,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
319969.nif,50530,59fbda4a33f5f24c050bb48fb1c6c6c85c5f73c435c07b9a101f69dd301bd50e,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
591394.nif,92890,cab20cac1da1c05d442af0c1b6128c643f3e5ccc83dd8a3639947611eb500e98,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
591171.nif,59995,11d1452526872f204006e8de8b7f1799392d674730a48d6e472ae4128b2c5b6e,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":53,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
494998.nif,79399,3af5cc53d4b5faa10b0419124ea94d6d549441186852d65d6de20e20982cec64,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":53,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
591170.nif,24011,dcfe2789d5209bc2288df8f46102dee88aa3cf60c1b013e309cacbc056ba289f,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":53,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
207299.nif,15877,fca098655e086cf51ce6718739711ef5be56ee41dd86c45f41ce0191344d2cac,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph:left;morph:right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
494983.nif,86094,81d4e0891c92c0919004bdd519286b6377472379ddb5728116b70ee4730bee02,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
207300.nif,35090,39d75fb467cb17b2c6f53f10d5f1a21e1aa1a2546586eb80715cf725a7e0e308,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
591393.nif,31226,507c6de8052666d9ddf05f9844af6496f8a67f9c843a6fbaea596842a7b9aaa7,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
494981.nif,34870,adc0c2478c58a1d7689e6710a610164e550afcd09adfcded2d4eb88ec1b857ff,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
207301.nif,44478,1065c79d461fd7cb2090c257be91cb5fdddc1a9f9af50340861aa145ef6df3ff,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
494991.nif,266159,f5fc6d7b7eac91a15da71fb3735cc0573f102338fc63e1ecf3b2f8cc3d339282,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":53,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
494984.nif,303639,70a9e82c147be0d6bbf20d90f53503a1c31d7f58b6a98dc4f349c02f415b5d98,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":53,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
252687.nif,10946,9ef683c0d2afadc7cee709cd8b0dc0574e1a4b265eecff5458864ebc03528fb9,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
268206.nif,10946,f0df12655cfb2b6f75cc07eacb9a49fe46140be356f66d2c7bcda6b764447688,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
581467.nif,15488,9799c95bb825a04fa4100606403fbb5002e03d22844885cde5ccd2b41782a841,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,2,morph: left;morph: right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
581470.nif,23713,abe86d73f89224e6aef1350017c6ead2470d9b3bb26179e3ae6c2248c8f3d413,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,3,start_usetool: effect_01;morph: left;morph: right,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiTextKeyExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
202506.nif,263898,5cd800098b2d41f3b082e2f7fdc49aa0b44a4689abe90fbcda12e815998ee16e,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
290125.nif,110802,766815bda7a5d0c7de9604d3f45a7d62517775ca2e7127673987ed29b71bfb9e,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
290061.nif,120022,3dc3dbb195a0e9f6bd708840c8f2aea9637059a91a911fc3cbea2d174e29df1e,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
290062.nif,101123,dbb2d33135c9325622404af1effae77e428776a819d0afc1794b86856acf1160,10.1.0.0,PASS,157,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":53,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
290345.nif,40346,3f76b92c30eea30a1f383c5121e362fc6340145bf55c800e7cea08963cb81272,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
291834.nif,65566,4de0afb1a33d061954057bb83c093bb978f1418599828a13d125da57b786a7fd,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
290079.nif,74326,b56545dc191b18e047f6ef6e6ca18b1ee38a7b59dfde5e553b6f101c80dd080b,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
290081.nif,26526,f5e9fd8e4465aa113269270e68ed610b6aa8bf6490f1590a76a9bd1270a049d9,10.1.0.0,PASS,156,0,0,0,0,0,0,0,,0,,50,0,,G3B,0,0,0,0,0,"{""NiNode"":52,""NiArkAnimationExtraData"":1,""NiKeyframeController"":50,""NiKeyframeData"":50,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1}"
