va,section,mangled
0x00B90F1C,.data,.?AVNiGeometryGroupManager@@
0x00B90F48,.data,.?AVNiDX9RenderedTextureData@@
0x00B90F74,.data,.?AVNiDX9RenderedCubeMapData@@
0x00B90FA0,.data,.?AVNiDX9TextureManager@@
0x00B90FC8,.data,.?AV?$NiTArray@PBVNiTextureEffect@@@@
0x00B90FF8,.data,.?AVNiD3DDefaultShader@@
0x00B91A38,.data,.?AVNiDX9RenderState@@
0x00B91A58,.data,.?AVNiD3DRenderState@@
0x00B91A7C,.data,.?AVNiD3DShaderProgramCreator@@
0x00B91AA4,.data,.?AVNiD3DShaderProgramCreatorAsm@@
0x00B91AD0,.data,.?AVNiD3DShaderProgramCreatorObj@@
0x00B91AFC,.data,.?AVNiD3DShaderProgramCreatorHLSL@@
0x00B91B30,.data,.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDPAVNiD3DXEffectFile@@@@
0x00B91B80,.data,.?AV?$NiTPointerMap@PBDPAVNiD3DXEffectFile@@@@
0x00B91BB8,.data,.?AV?$NiTStringTemplateMap@V?$NiTPointerMap@PBDPAVNiD3DXEffectFile@@@@PAVNiD3DXEffectFile@@@@
0x00B91C20,.data,.?AVNiD3DXEffectFactory@@
0x00B91C44,.data,.?AV?$NiTStringPointerMap@PAVNiD3DXEffectFile@@@@
0x00B91C84,.data,.?AVNiFloatExtraData@@
0x00B91D48,.data,.?AVNiDX9ShaderDeclaration@@
0x00B91D70,.data,.?AVNiD3DShaderDeclaration@@
0x00B91DC8,.data,.?AV?$NiTMapBase@V?$DFALL@PAVNiD3DGlobalConstantEntry@@@@PBDPAVNiD3DGlobalConstantEntry@@@@
0x00B91E30,.data,.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDPAVNiShader@@@@
0x00B91E78,.data,.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDV?$NiPointer@VNiShaderLibrary@@@@@@
0x00B91ED4,.data,.?AVNiD3DGlobalConstantEntry@@
0x00B91EFC,.data,.?AV?$NiTMap@PBDPAVNiD3DGlobalConstantEntry@@@@
0x00B91F38,.data,.?AV?$NiTStringTemplateMap@V?$NiTMap@PBDPAVNiD3DGlobalConstantEntry@@@@PAVNiD3DGlobalConstantEntry@@@@
0x00B91FA8,.data,.?AV?$NiTPointerMap@PBDPAVNiShader@@@@
0x00B91FD8,.data,.?AV?$NiTStringTemplateMap@V?$NiTPointerMap@PBDPAVNiShader@@@@PAVNiShader@@@@
0x00B92030,.data,.?AV?$NiTPointerMap@PBDV?$NiPointer@VNiShaderLibrary@@@@@@
0x00B92078,.data,.?AV?$NiTStringTemplateMap@V?$NiTPointerMap@PBDV?$NiPointer@VNiShaderLibrary@@@@@@V?$NiPointer@VNiShaderLibrary@@@@@@
0x00B920F8,.data,.?AVNiD3DShaderFactory@@
0x00B9211C,.data,.?AVNiShaderFactory@@
0x00B9213C,.data,.?AV?$NiTStringMap@PAVNiD3DGlobalConstantEntry@@@@
0x00B92178,.data,.?AV?$NiTStringPointerMap@PAVNiShader@@@@
0x00B921B0,.data,.?AV?$NiTStringPointerMap@V?$NiPointer@VNiShaderLibrary@@@@@@
0x00B923CC,.data,.?AVNiD3DShaderConstantManager@@
0x00B92400,.data,.?AVNiPSysData@@
0x00B9241C,.data,.?AVNiParticlesData@@
0x00B9243C,.data,.?AVNiGeometryData@@
0x00B92460,.data,.?AVNiPSysModifierActiveCtlr@@
0x00B92488,.data,.?AVNiPSysModifierBoolCtlr@@
0x00B924B4,.data,.?AVNiSkinnedEmitterData@NiPSysMeshEmitter@@
0x00B924EC,.data,.?AV?$NiTArray@V?$NiPointer@VNiGeometry@@@@@@
0x00B92528,.data,.?AV?$NiTArray@V?$NiPointer@VNiSkinnedEmitterData@NiPSysMeshEmitter@@@@@@
0x00B9257C,.data,.?AVNiPSysMeshEmitter@@
0x00B925A0,.data,.?AVNiPSysGravityStrengthCtlr@@
0x00B925C8,.data,.?AVNiPSysModifierFloatCtlr@@
0x00B925F4,.data,.?AVNiPSysEmitterSpeedCtlr@@
0x00B92620,.data,.?AVNiPSysEmitterPlanarAngleCtlr@@
0x00B92650,.data,.?AVNiPSysEmitterLifeSpanCtlr@@
0x00B9267C,.data,.?AVNiPSysEmitterInitialRadiusCtlr@@
0x00B926B0,.data,.?AVNiPSysEmitterDeclinationCtlr@@
0x00B926DC,.data,.?AVNiPSysEmitterCtlrData@@
0x00B92704,.data,.?AVNiPSysCylinderEmitter@@
0x00B9272C,.data,.?AVNiMeshPSysData@@
0x00B92750,.data,.?AVNiMeshParticleSystem@@
0x00B927EC,.data,.?AV?$NiTArray@PAVNiAVObject@@@@
0x00B92818,.data,.?AV?$NiTListBase@V?$NiTObjectAllocator@VBlendPair@NiSequence@@@@VBlendPair@NiSequence@@@@
0x00B9287C,.data,.?AV?$NiTObjectList@VBlendPair@NiSequence@@@@
0x00B928B8,.data,.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PAVNiAVObject@@_N@@
0x00B92900,.data,.?AV?$NiTArray@V?$NiPointer@VNiKeyframeController@@@@@@
0x00B92940,.data,.?AV?$NiTPointerMap@PAVNiAVObject@@_N@@
0x00B92970,.data,.?AVNiSequence@@
0x00B9298C,.data,.?AVNiKeyframeData@@
0x00B929C0,.data,.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDPAVNiD3DVertexShader@@@@
0x00B92A10,.data,.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDPAVNiD3DPixelShader@@@@
0x00B92A60,.data,.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDPAVNiD3DShaderProgramCreator@@@@
0x00B92AB8,.data,.?AVNiD3DShaderProgramFactory@@
0x00B92AE0,.data,.?AV?$NiTPointerMap@PBDPAVNiD3DVertexShader@@@@
0x00B92B18,.data,.?AV?$NiTStringTemplateMap@V?$NiTPointerMap@PBDPAVNiD3DVertexShader@@@@PAVNiD3DVertexShader@@@@
0x00B92B80,.data,.?AV?$NiTPointerMap@PBDPAVNiD3DPixelShader@@@@
0x00B92BB8,.data,.?AV?$NiTStringTemplateMap@V?$NiTPointerMap@PBDPAVNiD3DPixelShader@@@@PAVNiD3DPixelShader@@@@
0x00B92C20,.data,.?AV?$NiTPointerMap@PBDPAVNiD3DShaderProgramCreator@@@@
0x00B92C60,.data,.?AV?$NiTStringTemplateMap@V?$NiTPointerMap@PBDPAVNiD3DShaderProgramCreator@@@@PAVNiD3DShaderProgramCreator@@@@
0x00B92CD8,.data,.?AV?$NiTStringPointerMap@PAVNiD3DVertexShader@@@@
0x00B92D14,.data,.?AV?$NiTStringPointerMap@PAVNiD3DPixelShader@@@@
0x00B92D50,.data,.?AV?$NiTStringPointerMap@PAVNiD3DShaderProgramCreator@@@@
0x00B92DA4,.data,.?AV?$NiTArray@PAVNiVBChip@@@@
0x00B92DCC,.data,.?AV?$NiTArray@PAVNiVBBlock@@@@
0x00B92DF8,.data,.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@IPAVNiVBSet@@@@
0x00B92E3C,.data,.?AV?$NiTPointerMap@IPAVNiVBSet@@@@
0x00B92E68,.data,.?AVNiStaticGeometryGroup@@
0x00B92E8C,.data,.?AVNiGeometryGroup@@
0x00B92EB0,.data,.?AVNiUnsharedGeometryGroup@@
0x00B92EE0,.data,.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@IPAVNiVBDynamicSet@@@@
0x00B92F30,.data,.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@IPAVNiVBChip@@@@
0x00B92F74,.data,.?AV?$NiTArray@PAVNiVBDynamicSet@@@@
0x00B92FA4,.data,.?AV?$NiTPointerMap@IPAVNiVBDynamicSet@@@@
0x00B92FD8,.data,.?AV?$NiTPointerMap@IPAVNiVBChip@@@@
0x00B93008,.data,.?AVNiDynamicGeometryGroup@@
0x00B9303C,.data,.?AVNiDX9MaterialManager@@
0x00B93060,.data,.?AVNiDX9ShaderConstantManager@@
0x00B93090,.data,.?AVNiD3DPixelShader@@
0x00B930B0,.data,.?AVNiD3DShaderProgram@@
0x00B930D4,.data,.?AVNiD3DVertexShader@@
0x00B93100,.data,.?AVNiD3DHLSLVertexShader@@
0x00B93124,.data,.?AVNiD3DHLSLPixelShader@@
0x00B93150,.data,.?AV?$NiTArray@P6AIAAVPackingParameters@NiD3DShaderDeclaration@@@Z@@
0x00B931A0,.data,.?AV?$NiTArray@PAVNiPackerEntry@NiD3DShaderDeclaration@@@@
0x00B931EC,.data,.?AV?$NiTListBase@V?$NiTPointerAllocator@I@@PAD@@
0x00B93228,.data,.?AV?$NiTPointerListBase@V?$NiTPointerAllocator@I@@PAD@@
0x00B9327C,.data,.?AVNiVisData@@
0x00B93298,.data,.?AVNiFloatData@@
0x00B932BC,.data,.?AV?$NiTArray@I@@
0x00B932D8,.data,.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDV?$NiPointer@VNiSequence@@@@@@
0x00B93330,.data,.?AV?$NiTPointerMap@PBDV?$NiPointer@VNiSequence@@@@@@
0x00B93370,.data,.?AV?$NiTStringTemplateMap@V?$NiTPointerMap@PBDV?$NiPointer@VNiSequence@@@@@@V?$NiPointer@VNiSequence@@@@@@
0x00B933E4,.data,.?AVNiKeyframeManager@@
0x00B93408,.data,.?AV?$NiTStringPointerMap@V?$NiPointer@VNiSequence@@@@@@
0x00B93450,.data,.?AVNiSequenceStreamHelper@@
0x00B934A8,.data,.?AV?$NiTListBase@V?$DFALL@V?$NiPointer@VNiShaderParameter@@@@@@V?$NiPointer@VNiShaderParameter@@@@@@
0x00B93518,.data,.?AV?$NiTPointerListBase@V?$DFALL@V?$NiPointer@VNiShaderParameter@@@@@@V?$NiPointer@VNiShaderParameter@@@@@@
0x00B93590,.data,.?AV?$NiTList@V?$NiPointer@VNiShaderParameter@@@@@@
0x00B935D0,.data,.?AVNiDynamicEffectState@@
0x00B935F8,.data,.?AV?$NiTListBase@V?$NiTPointerAllocator@I@@PAVNiDynamicEffect@@@@
0x00B93648,.data,.?AV?$NiTPointerListBase@V?$NiTPointerAllocator@I@@PAVNiDynamicEffect@@@@
0x00B9369C,.data,.?AV?$NiTPointerList@PAVNiDynamicEffect@@@@
0x00B936D0,.data,.?AVNiNode@@
0x00B93740,.data,.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PAVNiObject@@PAV2@@@
0x00B93788,.data,.?AV?$NiTPointerMap@PAVNiObject@@PAV1@@@
0x00B937C8,.data,.?AV?$NiTArray@PAVMap@NiTexturingProperty@@@@
0x00B93800,.data,.?AV?$NiTArray@PAVShaderMap@NiTexturingProperty@@@@
0x00B9383C,.data,.?AVNiTexturingProperty@@
0x00B93870,.data,.?AV?$NiTArray@V?$NiPointer@VNiScreenPolygon@@@@@@
0x00B938AC,.data,.?AV?$NiTArray@V?$NiPointer@VNiScreenTexture@@@@@@
0x00B938E8,.data,.?AVNiCamera@@
0x00B93904,.data,.?AVNiScreenPolygon@@
0x00B93928,.data,.?AV?$NiTListBase@V?$NiTPointerAllocator@I@@V?$NiPointer@VNiProperty@@@@@@
0x00B93980,.data,.?AV?$NiTPointerListBase@V?$NiTPointerAllocator@I@@V?$NiPointer@VNiProperty@@@@@@
0x00B939DC,.data,.?AV?$NiTPointerList@V?$NiPointer@VNiProperty@@@@@@
0x00B93A1C,.data,.?AV?$NiTArray@PAVRecord@NiPick@@@@
0x00B93C34,.data,.?AVNiTexture@@
0x00B93C4C,.data,.?AVNiSourceTexture@@
0x00B93C6C,.data,.?AVNiPixelData@@
0x00B93CB8,.data,.?AVErrorHandler@NiDPVS@@
0x00B93CDC,.data,.?AVServices@LibraryDefs@DPVS@@
0x00B93D68,.data,.?AVNiAmbientLight@@
0x00B93D88,.data,.?AVNiLight@@
0x00B93DA0,.data,.?AVNiDynamicEffect@@
0x00B93DC4,.data,.?AVNiPointLight@@
0x00B93DE0,.data,.?AVNiSpotLight@@
0x00B93E04,.data,.?AVNiTriShape@@
0x00B93E20,.data,.?AVNiTriBasedGeom@@
0x00B93E58,.data,.?AV?$NiTListBase@V?$NiTPointerAllocator@I@@PAVNiNode@@@@
0x00B93EA0,.data,.?AV?$NiTPointerListBase@V?$NiTPointerAllocator@I@@PAVNiNode@@@@
0x00B93EEC,.data,.?AV?$NiTPointerList@PAVNiNode@@@@
0x00B93F18,.data,.?AVNiBinaryExtraData@@
0x00B93F3C,.data,.?AVNiSpecularProperty@@
0x00B93F64,.data,.?AVNiDirectionalLight@@
0x00B93F94,.data,.?AVNiTextureEffect@@
0x00B93FBC,.data,.?AVPartition@NiSkinPartition@@
0x00B93FE4,.data,.?AVNiSkinPartition@@
0x00B94004,.data,.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@IM@@
0x00B9403C,.data,.?AV?$NiTPointerMap@IM@@
0x00B94064,.data,.?AVNiSkinData@@
0x00B94084,.data,.?AVNiSkinInstance@@
0x00B940A8,.data,.?AVNiBillboardNode@@
0x00B940CC,.data,.?AVNiTriStrips@@
0x00B940EC,.data,.?AVNiImageReader@@
0x00B94108,.data,.?AVNiDDSReader@@
0x00B94128,.data,.?AVNiImageConverter@@
0x00B94154,.data,.?AVNiTexturePalette@@
0x00B94174,.data,.?AV?$NiTArray@PAVNiObjectGroup@@@@
0x00B941A0,.data,.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBVNiObject@@I@@
0x00B941E4,.data,.?AV?$NiTArray@P6AXAAVNiStream@@PAVNiObject@@@Z@@
0x00B94220,.data,.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDV?$NiPointer@VNiTexture@@@@@@
0x00B94278,.data,.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDP6APAVNiObject@@XZ@@
0x00B942C4,.data,.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDG@@
0x00B94300,.data,.?AV?$NiTArray@V?$NiPointer@VNiObject@@@@@@
0x00B94334,.data,.?AV?$NiTPointerMap@PBVNiObject@@I@@
0x00B94364,.data,.?AV?$NiTPointerMap@PBDV?$NiPointer@VNiTexture@@@@@@
0x00B943A8,.data,.?AV?$NiTStringTemplateMap@V?$NiTPointerMap@PBDV?$NiPointer@VNiTexture@@@@@@V?$NiPointer@VNiTexture@@@@@@
0x00B9441C,.data,.?AV?$NiTPointerMap@PBDP6APAVNiObject@@XZ@@
0x00B94450,.data,.?AV?$NiTStringTemplateMap@V?$NiTPointerMap@PBDP6APAVNiObject@@XZ@@P6APAVNiObject@@XZ@@
0x00B944B0,.data,.?AV?$NiTPointerMap@PBDG@@
0x00B944D4,.data,.?AV?$NiTStringTemplateMap@V?$NiTPointerMap@PBDG@@G@@
0x00B94514,.data,.?AVNiStream@@
0x00B94530,.data,.?AV?$NiTStringPointerMap@V?$NiPointer@VNiTexture@@@@@@
0x00B94570,.data,.?AV?$NiTStringPointerMap@P6APAVNiObject@@XZ@@
0x00B945A8,.data,.?AV?$NiTStringPointerMap@G@@
0x00B945D0,.data,.?AVNiDefaultTexturePalette@@
0x00B94628,.data,.?AV?$NiTListBase@V?$NiTPointerAllocator@I@@PAVNiImageReader@@@@
0x00B94678,.data,.?AV?$NiTPointerListBase@V?$NiTPointerAllocator@I@@PAVNiImageReader@@@@
0x00B946C8,.data,.?AV?$NiTPointerList@PAVNiImageReader@@@@
0x00B946FC,.data,.?AVNiDevImageConverter@@
0x00B94734,.data,.?AVNiRenderedTexture@@
0x00B9475C,.data,.?AVNiVertexMorphExtraData@@
0x00B947AC,.data,.?AVNiTriShapeData@@
0x00B947CC,.data,.?AVNiTriBasedGeomData@@
0x00B947F8,.data,.?AVNiMaterialProperty@@
0x00B94830,.data,.?AVArkNiRenderedTextureCache@@
0x00B94870,.data,.?AVNiTriStripsData@@
0x00B94898,.data,.?AVNiPropertyState@@
0x00B948BC,.data,.?AVNiShaderAttributeDesc@@
0x00B948E0,.data,.?AVNiShaderDescBase@@
0x00B9491C,.data,.?AVNiSourceCubeMap@@
0x00B94940,.data,.?AVNiBltSource@@
0x00B949B4,.data,.?AVNiColorExtraData@@
0x00B949D4,.data,.?AVNiFloatsExtraData@@
0x00B949FC,.data,.?AVNiLines@@
0x00B94A14,.data,.?AVNiStringExtraData@@
0x00B94A44,.data,.?AVNiVertWeightsExtraData@@
0x00B94A84,.data,.?AVNiScreenTexture@@
0x00B94AA8,.data,.?AVNiCollisionObject@@
0x00B94AD8,.data,.?AVNiSearchPath@@
0x00B94AF8,.data,.?AVNiPalette@@
0x00B94B14,.data,.?AVNiDPVSDebugLine@@
0x00B94B38,.data,.?AV?$NiTListBase@V?$NiTPointerAllocator@I@@V?$NiPointer@VNiDPVSDebugLine@@@@@@
0x00B94B90,.data,.?AV?$NiTPointerListBase@V?$NiTPointerAllocator@I@@V?$NiPointer@VNiDPVSDebugLine@@@@@@
0x00B94BF0,.data,.?AV?$NiTListBase@V?$NiTPointerAllocator@I@@V?$NiPointer@VNiAVObject@@@@@@
0x00B94C48,.data,.?AV?$NiTPointerListBase@V?$NiTPointerAllocator@I@@V?$NiPointer@VNiAVObject@@@@@@
0x00B94CA4,.data,.?AVNiDPVSCommander@@
0x00B94CC4,.data,.?AVCommander@DPVS@@
0x00B94CE8,.data,.?AV?$NiTPointerList@V?$NiPointer@VNiDPVSDebugLine@@@@@@
0x00B94D2C,.data,.?AV?$NiTPointerList@V?$NiPointer@VNiAVObject@@@@@@
0x00B94D70,.data,.?AVNiBinaryStream@@
0x00B94D90,.data,.?AVNiFile@@
0x00B94DA8,.data,.?AVNiNIFImageReader@@
0x00B94DC8,.data,.?AVNiMemStream@@
0x00B94DE4,.data,.?AVNiTGAReader@@
0x00B94E00,.data,.?AVNiSGIReader@@
0x00B94E1C,.data,.?AVNiBMPReader@@
0x00B94E8C,.data,.?AVNiBoundingVolume@@
0x00B94EAC,.data,.?AVNiHalfSpaceBV@@
0x00B94EC8,.data,.?AV?$NiTArray@PAVNiBoundingVolume@@@@
0x00B94EF8,.data,.?AVNiUnionBV@@
0x00B94F10,.data,.?AVNiCapsuleBV@@
0x00B94F34,.data,.?AVNiBoxBV@@
0x00B94F50,.data,.?AVNiSphereBV@@
0x00B94F70,.data,.?AVNiCollisionData@@
0x00B94FA4,.data,.?AVNiFogProperty@@
0x00B94FC4,.data,.?AVNiRendererSpecificProperty@@
0x00B94FF4,.data,.?AVNiShadeProperty@@
0x00B95018,.data,.?AVNiLinesData@@
0x00B9505C,.data,.?AVScreenElement@NiScreenGeometryData@@
0x00B95090,.data,.?AV?$NiTArray@PAVScreenElement@NiScreenGeometryData@@@@
0x00B950D4,.data,.?AVNiScreenGeometryData@@
0x00B950F8,.data,.?AVNiVectorExtraData@@
0x00B9511C,.data,.?AVNiTriShapeDynamicData@@
0x00B95140,.data,.?AVNiSwitchStringExtraData@@
0x00B9516C,.data,.?AVNiSwitchNode@@
0x00B95188,.data,.?AVNiStringsExtraData@@
0x00B951B0,.data,.?AVNiSortAdjustNode@@
0x00B951D4,.data,.?AVNiScreenGeometry@@
0x00B951F8,.data,.?AVNiScreenLODData@@
0x00B95218,.data,.?AVNiLODData@@
0x00B95234,.data,.?AVNiRangeLODData@@
0x00B95258,.data,.?AVNiParticleMeshesData@@
0x00B95280,.data,.?AVNiParticleMeshes@@
0x00B952A8,.data,.?AVNiLODNode@@
0x00B952C0,.data,.?AVNiIntegersExtraData@@
0x00B952E4,.data,.?AVNiIntegerExtraData@@
0x00B9530C,.data,.?AVNiScreenSpaceCamera@@
0x00B95334,.data,.?AVNiBSPNode@@
0x00B9534C,.data,.?AVNiBooleanExtraData@@
0x00B95374,.data,.?AVNiAlphaAccumulator@@
0x00B95398,.data,.?AVNiBackToFrontAccumulator@@
0x00B953C0,.data,.?AVNiAccumulator@@
0x00B95458,.data,.?AVNiOBBRoot@@
0x00B95478,.data,.?AV?$NiTListBase@V?$NiTPointerAllocator@I@@PAVNiGeometry@@@@
0x00B954C0,.data,.?AV?$NiTPointerListBase@V?$NiTPointerAllocator@I@@PAVNiGeometry@@@@
0x00B95510,.data,.?AV?$NiTPointerList@PAVNiGeometry@@@@
0x00B95554,.data,.?AVNiLogBehavior@@
0x00B95570,.data,.?AVNiMemoryLogBehavior@@
0x00B95594,.data,.?AVNiProfileLogBehavior@@
0x00B955BC,.data,.?AVNiOBBNode@@
0x00B955D4,.data,.?AVNiOBBLeaf@@
0x00B95600,.data,.?AV?$bind_t@Uunspecified@_bi@boost@@V?$function@$$A6AXPAVArkResourceItem@@@ZV?$allocator@X@stlp_std@@@3@V?$list1@V?$value@PAVArkResourceItem@@@_bi@boost@@@23@@_bi@boost@@
0x00B956B8,.data,.?AV?$bind_t@XV?$mf3@XVArkResourceManager@@ABVArkUID@@ABV?$function@$$A6AXPAVArkResourceItem@@@ZV?$allocator@X@stlp_std@@@boost@@ABV?$basic_string@DV?$char_traits@D@stlp_std@@V?$allocator@D@2@@stlp_std@@@_mfi@boost@@V?$list4@V?$value@PAVArkResourceManager@@@_bi@boost@@V?$value@VArkUID@@@23@V?$value@V?$function@$$A6AXPAVArkResourceItem@@@ZV?$allocator@X@stlp_std@@@boost@@@23@V?$value@V?$basic_string@DV?$char_traits@D@stlp_std@@V?$allocator@D@2@@stlp_std@@@23@@_bi@3@@_bi@boost@@
0x00B958A4,.data,.?AVArkResourceManager@@
0x00B958C8,.data,.?AV?$ArkSingleton@VArkResourceManager@@@@
0x00B95900,.data,.?AVArkResourceDataStoreInterface@@
0x00B9592C,.data,.?AVArkResourceDataStoreFile@@
0x00B9596C,.data,.?AVArkResourceItemString@@
0x00B95994,.data,.?AVArkResourceItemStringFactory@@
0x00B959C4,.data,.?AVArkResourceItemStoreFixedCount@@
0x00B959F8,.data,.?AVArkResourceDataStoreBunt@@
0x00B95A24,.data,.?AVArkResourceDataStoreVFS@@
0x00B95A50,.data,.?AVArkResourceDataStoreFileName@@
0x00B95A80,.data,.?AVArkFileNameResourceItem@@
0x00B95AB0,.data,.?AU?$concrete_parser@U?$difference@Uanychar_parser@spirit@boost@@U?$chlit@D@23@@spirit@boost@@V?$scanner@PBDU?$scanner_policies@Uiteration_policy@spirit@boost@@Umatch_policy@23@Uaction_policy@23@@spirit@boost@@@23@Unil_t@23@@impl@spirit@boost@@
0x00B95BB0,.data,.?AU?$concrete_parser@U?$sequence@U?$sequence@U?$chlit@D@spirit@boost@@U123@@spirit@boost@@U?$chlit@D@23@@spirit@boost@@V?$scanner@PBDU?$scanner_policies@Uiteration_policy@spirit@boost@@Umatch_policy@23@Uaction_policy@23@@spirit@boost@@@23@Unil_t@23@@impl@spirit@boost@@
0x00B95CC8,.data,.?AU?$concrete_parser@U?$alternative@U?$alternative@U?$alternative@U?$alternative@U?$alternative@U?$alternative@U?$alternative@V?$action@U?$chlit@D@spirit@boost@@Uvar_string_a@@@spirit@boost@@V?$action@U?$chlit@D@spirit@boost@@Uvar_item_a@@@23@@spirit@boost@@V?$action@U?$chlit@D@spirit@boost@@Uvar_item_desc_a@@@23@@spirit@boost@@V?$action@U?$chlit@D@spirit@boost@@Uvar_monetary_a@@@23@@spirit@boost@@V?$action@U?$chlit@D@spirit@boost@@Uvar_monetary_a@@@23@@spirit@boost@@V?$action@U?$chlit@D@spirit@boost@@Uvar_id_a@@@23@@spirit@boost@@V?$action@U?$chlit@D@spirit@boost@@Uvar_dynamic_args_a@@@23@@spirit@boost@@V?$action@U?$chlit@D@spirit@boost@@Ureplace_a@@@23@@spirit@boost@@V?$scanner@PBDU?$scanner_policies@Uiteration_policy@spirit@boost@@Umatch_policy@23@Uaction_policy@23@@spirit@boost@@@23@Unil_t@23@@impl@spirit@boost@@
0x00B96010,.data,.?AU?$concrete_parser@U?$sequence@U?$sequence@U?$optional@V?$action@U?$chlit@D@spirit@boost@@V?$ref_value_actor@DUassign_action@spirit@boost@@@23@@spirit@boost@@@spirit@boost@@U?$optional@V?$action@U?$int_parser@H$09$00$0?0@spirit@boost@@V?$ref_value_actor@HUassign_action@spirit@boost@@@23@@spirit@boost@@@23@@spirit@boost@@V?$action@U?$chlit@D@spirit@boost@@Uvar_int_a@@@23@@spirit@boost@@V?$scanner@PBDU?$scanner_policies@Uiteration_policy@spirit@boost@@Umatch_policy@23@Uaction_policy@23@@spirit@boost@@@23@Unil_t@23@@impl@spirit@boost@@
0x00B96238,.data,.?AU?$concrete_parser@U?$sequence@U?$optional@V?$action@U?$int_parser@H$09$00$0?0@spirit@boost@@V?$ref_value_actor@HUassign_action@spirit@boost@@@23@@spirit@boost@@@spirit@boost@@V?$action@U?$chlit@D@spirit@boost@@Uvar_float_a@@@23@@spirit@boost@@V?$scanner@PBDU?$scanner_policies@Uiteration_policy@spirit@boost@@Umatch_policy@23@Uaction_policy@23@@spirit@boost@@@23@Unil_t@23@@impl@spirit@boost@@
0x00B963D0,.data,.?AU?$concrete_parser@U?$positive@U?$difference@Ugraph_parser@spirit@boost@@U?$chlit@D@23@@spirit@boost@@@spirit@boost@@V?$scanner@PBDU?$scanner_policies@Uiteration_policy@spirit@boost@@Umatch_policy@23@Uaction_policy@23@@spirit@boost@@@23@Unil_t@23@@impl@spirit@boost@@
0x00B964E8,.data,.?AU?$concrete_parser@U?$sequence@U?$sequence@U?$sequence@U?$chlit@D@spirit@boost@@U123@@spirit@boost@@V?$action@V?$rule@Unil_t@spirit@boost@@U123@U123@@spirit@boost@@Ufunc_a@@@23@@spirit@boost@@U?$chlit@D@23@@spirit@boost@@V?$scanner@PBDU?$scanner_policies@Uiteration_policy@spirit@boost@@Umatch_policy@23@Uaction_policy@23@@spirit@boost@@@23@Unil_t@23@@impl@spirit@boost@@
0x00B96668,.data,.?AU?$concrete_parser@U?$sequence@U?$sequence@U?$chlit@D@spirit@boost@@V?$action@U?$uint_parser@I$09$00$0?0@spirit@boost@@V?$ref_value_actor@IUassign_action@spirit@boost@@@23@@23@@spirit@boost@@U?$chlit@D@23@@spirit@boost@@V?$scanner@PBDU?$scanner_policies@Uiteration_policy@spirit@boost@@Umatch_policy@23@Uaction_policy@23@@spirit@boost@@@23@Unil_t@23@@impl@spirit@boost@@
0x00B967E8,.data,.?AU?$concrete_parser@U?$sequence@U?$sequence@U?$chlit@D@spirit@boost@@U?$optional@V?$rule@Unil_t@spirit@boost@@U123@U123@@spirit@boost@@@23@@spirit@boost@@U?$alternative@U?$alternative@U?$alternative@V?$rule@Unil_t@spirit@boost@@U123@U123@@spirit@boost@@V123@@spirit@boost@@V?$rule@Unil_t@spirit@boost@@U123@U123@@23@@spirit@boost@@V?$rule@Unil_t@spirit@boost@@U123@U123@@23@@23@@spirit@boost@@V?$scanner@PBDU?$scanner_policies@Uiteration_policy@spirit@boost@@Umatch_policy@23@Uaction_policy@23@@spirit@boost@@@23@Unil_t@23@@impl@spirit@boost@@
0x00B96A18,.data,.?AU?$concrete_parser@U?$sequence@U?$optional@V?$rule@Unil_t@spirit@boost@@U123@U123@@spirit@boost@@@spirit@boost@@U?$kleene_star@U?$alternative@V?$rule@Unil_t@spirit@boost@@U123@U123@@spirit@boost@@V?$action@V?$rule@Unil_t@spirit@boost@@U123@U123@@spirit@boost@@Utext_a@@@23@@spirit@boost@@@23@@spirit@boost@@V?$scanner@PBDU?$scanner_policies@Uiteration_policy@spirit@boost@@Umatch_policy@23@Uaction_policy@23@@spirit@boost@@@23@Unil_t@23@@impl@spirit@boost@@
0x00B96BF0,.data,.?AU?$concrete_parser@V?$rule@Unil_t@spirit@boost@@U123@U123@@spirit@boost@@V?$scanner@PBDU?$scanner_policies@Uiteration_policy@spirit@boost@@Umatch_policy@23@Uaction_policy@23@@spirit@boost@@@23@Unil_t@23@@impl@spirit@boost@@
0x00B96CE8,.data,.?AVArkTraverserWorldVertexExtractor@@
0x00B96D18,.data,.?AVNetImmerseTraverser@@
