writer_va,function_va,instruction,source_register_value,receiver_provenance,classification
0x00844C16,0x00844BB0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0084503F,0x00844FF0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x00845061,0x00844FF0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0084552C,0x008454E0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x008455DF,0x00845590,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x008458AD,0x00845840,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x00847823,0x008477E0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00848A0C,0x008487A0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00848FB4,0x00848EA0,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x008494A8,0x00849450,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0084950A,0x00849450,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00849525,0x00849450,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0084AAB7,0x0084AA10,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0084AACD,0x0084AA10,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0084AF10,0x0084AB40,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x0084AFF8,0x0084AB40,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x0084B0E4,0x0084AB40,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x0084C141,0x0084C0F0,"mov dword ptr [ecx + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x0084C32B,0x0084C2C0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0084C8B0,0x0084C830,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0084D2EB,0x0084D2A0,"mov dword ptr [esi + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x0084D6CE,0x0084D650,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0084D725,0x0084D650,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0084D9F7,0x0084D890,"mov dword ptr [esi + 0x30], eax",eax,unknown,POSSIBLE_ALIAS
0x0084E1BE,0x0084DDE0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0084E422,0x0084E3A0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0084E434,0x0084E3A0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0084F474,0x0084F370,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x0084F709,0x0084F6C0,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x0084FE79,0x0084FE50,"mov dword ptr [eax + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x0085007D,0x00850040,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x0085058B,0x00850520,"mov dword ptr [esi + 0x30], 3",3,unknown,POSSIBLE_ALIAS
0x008505AA,0x00850520,"mov dword ptr [esi + 0x30], 2",2,unknown,POSSIBLE_ALIAS
0x00850FEA,0x00850F60,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00851120,0x008510A0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00851976,0x00851930,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x00851BC7,0x00851A60,"mov dword ptr [esi + 0x30], eax",eax,unknown,POSSIBLE_ALIAS
0x00851F1A,0x00851E80,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x008532E2,0x008532A0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00854C80,0x00854C00,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x008553F7,0x008553D0,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x008575A2,0x00857510,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x0085844D,0x00858420,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x00859A23,0x008599A0,"mov dword ptr [esp + 0x30], 0x4e2e",0x4e2e,stack slot (esp+0x30),REJECTED_ALIAS
0x0085A157,0x0085A110,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0085A69B,0x0085A610,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0085BE79,0x0085BD80,"mov dword ptr [edi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x0085C5C3,0x0085C3B0,"mov dword ptr [ebx + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x0085C5FA,0x0085C3B0,"mov dword ptr [ebx + 0x30], 0",0,unknown,POSSIBLE_ALIAS
0x0085CDA7,0x0085C3B0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0085E53D,0x0085E3C0,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x0085F828,0x0085F6B0,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x0086061E,0x00860160,"mov dword ptr [ebx + 0x30], eax",eax,unknown,POSSIBLE_ALIAS
0x00860F18,0x00860EE0,"mov dword ptr [eax + 0x30], ecx",ecx,"other-class this (vtable 0x00A91F78, .?AVArkCharacterControllable@@)",REJECTED_ALIAS
0x00861108,0x00861030,"mov dword ptr [ebp + 0x30], ecx",ecx,unknown (ebp repurposed),POSSIBLE_ALIAS
0x00861297,0x00861270,"add dword ptr [ecx + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x00862457,0x00862430,"mov byte ptr [eax + 0x30], 0",0,unknown,POSSIBLE_ALIAS
0x008624AD,0x00862460,"mov byte ptr [ecx + 0x30], al",al,unknown,POSSIBLE_ALIAS
0x008625D7,0x008624C0,"mov byte ptr [esi + 0x30], bl",bl,unknown,POSSIBLE_ALIAS
0x008625FD,0x008625E0,"mov byte ptr [esi + 0x30], bl",bl,unknown,POSSIBLE_ALIAS
0x0086266E,0x00862610,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x00862925,0x00862870,"mov dword ptr [esi + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x00863A91,0x00863A50,"mov dword ptr [esi + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x00863E78,0x00863DC0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0086587E,0x00865820,"mov dword ptr [esi + 0x30], ebx",ebx,"other-class this (vtable 0x00A922BC, .?AVArkDX8InputHandler@@)",REJECTED_ALIAS
0x0086623C,0x00866200,"mov dword ptr [esi + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x00866895,0x00866800,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0086689D,0x00866800,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x00866939,0x008668D0,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x00867C06,0x00867BA0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00867FB4,0x00867F50,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x00869AF0,0x008699F0,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x0086A4EB,0x0086A3D0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0086A526,0x0086A510,"mov dword ptr [esi + 0x30], 0x15",0x15,unknown,POSSIBLE_ALIAS
0x0086A561,0x0086A550,"mov dword ptr [esi + 0x30], eax",eax,unknown,POSSIBLE_ALIAS
0x0086A614,0x0086A5B0,"mov byte ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0086A623,0x0086A5B0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0086A7EC,0x0086A780,"mov byte ptr [esp + 0x30], 5",5,stack slot (esp+0x30),REJECTED_ALIAS
0x0086A816,0x0086A780,"mov byte ptr [esp + 0x30], 5",5,stack slot (esp+0x30),REJECTED_ALIAS
0x0086B524,0x0086B470,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x0086B62B,0x0086B470,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0086B878,0x0086B470,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0086D0E6,0x0086D080,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0086D592,0x0086D570,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0086E07E,0x0086E010,"mov dword ptr [edi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x0086E11E,0x0086E0B0,"mov dword ptr [edi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x0086E7CE,0x0086E710,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x0086E9AC,0x0086E950,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x0086EBD9,0x0086EAF0,"mov dword ptr [esi + 0x30], eax",eax,unknown,POSSIBLE_ALIAS
0x0086ED14,0x0086EC30,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x0086EE4C,0x0086EDF0,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x0086EECC,0x0086EE70,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x0086F4C2,0x0086F460,"mov dword ptr [esi + 0x30], edx",edx,stack,REJECTED_ALIAS
0x0086F8A0,0x0086F840,"mov dword ptr [esi + 0x30], edx",edx,stack,REJECTED_ALIAS
0x0086F950,0x0086F8F0,"mov dword ptr [esi + 0x30], edx",edx,stack,REJECTED_ALIAS
0x0086FBA6,0x0086FB70,"mov dword ptr [esi + 0x30], edx",edx,stack,REJECTED_ALIAS
0x00873463,0x008733A0,"add dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x008738B3,0x008733A0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00873EC7,0x00873E60,"mov dword ptr [esp + 0x30], 0x46",0x46,stack slot (esp+0x30),REJECTED_ALIAS
0x00874915,0x00874770,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x00874A30,0x00874770,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x00876286,0x00876220,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00876386,0x00876320,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00876426,0x008763C0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x008764C6,0x00876460,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00876566,0x00876500,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0087687D,0x00876810,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0087689A,0x00876810,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0087695C,0x008768D0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00876A1C,0x00876990,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00876ADC,0x00876A50,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00877894,0x00877820,"mov byte ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x008779F9,0x008779C0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x00877AC9,0x008779C0,"mov byte ptr [esp + 0x30], bl",bl,stack slot (esp+0x30),REJECTED_ALIAS
0x00877B24,0x008779C0,"mov byte ptr [esp + 0x30], bl",bl,stack slot (esp+0x30),REJECTED_ALIAS
0x00877B77,0x008779C0,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x00877B9C,0x008779C0,"mov byte ptr [esp + 0x30], bl",bl,stack slot (esp+0x30),REJECTED_ALIAS
0x00877BEF,0x008779C0,"mov byte ptr [esp + 0x30], bl",bl,stack slot (esp+0x30),REJECTED_ALIAS
0x00877C9E,0x008779C0,"mov byte ptr [esp + 0x30], bl",bl,stack slot (esp+0x30),REJECTED_ALIAS
0x00879DC5,0x00879D70,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0087A2B7,0x0087A030,"mov byte ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x0087A304,0x0087A030,"mov byte ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0087A34F,0x0087A030,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0087BB62,0x0087BB30,"mov dword ptr [esp + 0x30], esp",esp,stack slot (esp+0x30),REJECTED_ALIAS
0x0087C0EC,0x0087BCC0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0087E407,0x0087DEE0,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x0087E539,0x0087DEE0,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x0087F8C3,0x0087F860,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0087FEE6,0x0087FE80,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00881063,0x00880990,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x008811C4,0x008811C0,"mov dword ptr [ecx + 0x30], eax",eax,unknown,POSSIBLE_ALIAS
0x008814B2,0x00881450,"mov dword ptr [esi + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x0088154A,0x00881510,"mov dword ptr [esi + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x008816DD,0x008816A0,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x00882231,0x00882160,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0088245B,0x00882380,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x008837A6,0x00883740,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00883846,0x008837E0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x008839C1,0x00883880,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x00883AB0,0x00883880,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00885505,0x00885280,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x00885591,0x00885280,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x008855F7,0x00885280,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x00885A6A,0x00885280,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00885F3C,0x00885EB0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x008863E9,0x00885F70,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x008884DA,0x00888460,"mov dword ptr [esi + 0x30], ebx",ebx,"other-class this (vtable 0x00A92CE4, .?AVArkIconBookUI@@)",REJECTED_ALIAS
0x00888778,0x00888760,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x008888A8,0x00888850,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x0088A5B7,0x0088A410,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0088B2B4,0x0088AC90,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x0088DB48,0x0088D690,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0088DCE4,0x0088DC90,"mov dword ptr [esi + 0x30], eax",eax,unknown,POSSIBLE_ALIAS
0x0088E01A,0x0088DF90,"mov byte ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00890465,0x00890090,"mov dword ptr [esp + 0x30], 0x30",0x30,stack slot (esp+0x30),REJECTED_ALIAS
0x00890510,0x00890090,"add dword ptr [esp + 0x30], 0xf",0xf,stack slot (esp+0x30),REJECTED_ALIAS
0x00890A0D,0x008909C0,"mov dword ptr [esi + 0x30], edi",edi,"other-class this (vtable 0x00A92E4C, .?AVArkGenericSelectUI@@)",REJECTED_ALIAS
0x00891165,0x00891140,"mov byte ptr [esi + 0x30], al",al,"other-class this (vtable 0x00A92EEC, .?AVArkMessageBoxUI@@)",REJECTED_ALIAS
0x0089248C,0x00892260,"mov byte ptr [ebp + 0x30], 1",1,unknown (ebp repurposed),POSSIBLE_ALIAS
0x00892740,0x00892700,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0089330E,0x00893230,"mov dword ptr [esi + 0x30], ebx",ebx,"other-class this (vtable 0x00A7AA24, .?AVArkUIListenerInterface@@)",REJECTED_ALIAS
0x00893927,0x00893350,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x00893C29,0x00893BD0,"mov dword ptr [esi + 0x30], ebx",ebx,"other-class this (vtable 0x00A92FAC, .?AVArkGenericWindow@@)",REJECTED_ALIAS
0x008953C7,0x00895100,"mov dword ptr [esi + 0x30], 0x1a",0x1a,unknown,POSSIBLE_ALIAS
0x0089547C,0x00895410,"mov dword ptr [esi + 0x30], 0x18",0x18,unknown,POSSIBLE_ALIAS
0x00895BAE,0x00895BA0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00895CD3,0x00895BA0,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x00896262,0x00896200,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00896679,0x00896660,"mov dword ptr [esp + 0x30], esp",esp,stack slot (esp+0x30),REJECTED_ALIAS
0x00896976,0x00896910,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x008980BD,0x00897DE0,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x0089816C,0x00897DE0,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x0089821C,0x00898180,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x008993E7,0x00899360,"mov byte ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00899720,0x008996E0,"mov dword ptr [esi + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x0089A3E7,0x00899FB0,"sub dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0089A764,0x0089A710,"mov byte ptr [esp + 0x30], 5",5,stack slot (esp+0x30),REJECTED_ALIAS
0x0089BA89,0x0089B8E0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0089BC3B,0x0089BBB0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0089BCFE,0x0089BC70,"mov dword ptr [esi + 0x30], ebx",ebx,unknown,POSSIBLE_ALIAS
0x0089BD8E,0x0089BD40,"mov dword ptr [esi + 0x30], 0xffffffff",0xffffffff,"other-class this (vtable 0x00A932F4, .?AVArkGenericMenuWindowUI@@)",REJECTED_ALIAS
0x0089C00A,0x0089BFD0,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x0089C390,0x0089C350,"mov dword ptr [esp + 0x30], esp",esp,stack slot (esp+0x30),REJECTED_ALIAS
0x0089CEDB,0x0089C880,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0089D746,0x0089D6E0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0089E0DC,0x0089E090,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0089E8B3,0x0089E800,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x0089E94C,0x0089E8F0,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x0089F5AE,0x0089F380,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0089F762,0x0089F700,"mov dword ptr [esi + 0x30], edx",edx,stack,REJECTED_ALIAS
0x008A322C,0x008A31E0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x008A46D2,0x008A3F70,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x008A4874,0x008A3F70,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x008A4E85,0x008A3F70,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x008A50E6,0x008A3F70,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x008A52F7,0x008A3F70,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x008A55DB,0x008A3F70,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x008A55EB,0x008A3F70,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x008A5AA9,0x008A3F70,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x008A5AB9,0x008A3F70,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x008A6C83,0x008A6BD0,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x008A6D8C,0x008A6D30,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x008A72A2,0x008A7240,"mov dword ptr [esi + 0x30], edx",edx,stack,REJECTED_ALIAS
0x008A73E8,0x008A7370,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x008A79E2,0x008A7370,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x008A7BBA,0x008A7370,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x008A7D92,0x008A7370,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x008A7F6A,0x008A7370,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x008A8118,0x008A7370,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x008A8286,0x008A7370,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x008A83F4,0x008A7370,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x008A8562,0x008A7370,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x008A86D0,0x008A7370,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x008A9626,0x008A95C0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x008A96C6,0x008A9660,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x008AA1E9,0x008AA160,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x008AB293,0x008AB1E0,"mov byte ptr [esi + 0x30], dl",dl,unknown,POSSIBLE_ALIAS
0x008AB33C,0x008AB2E0,"mov byte ptr [esi + 0x30], dl",dl,unknown,POSSIBLE_ALIAS
0x008AB772,0x008AB710,"mov byte ptr [esi + 0x30], dl",dl,stack,REJECTED_ALIAS
0x008AC262,0x008AC230,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x008AC392,0x008AC360,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x008AC8AC,0x008AC840,"mov dword ptr [esp + 0x30], esp",esp,stack slot (esp+0x30),REJECTED_ALIAS
0x008ACAAC,0x008ACA40,"mov dword ptr [esp + 0x30], esp",esp,stack slot (esp+0x30),REJECTED_ALIAS
