file,klass,entry_count,num_tex,field2_raw,has_anim,anim_count,has_base,has_dark,has_detail,has_gloss,has_glow,has_bump,has_decal0,has_environment,tex_effect,mesh,blocks,mirror
417287.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,122,1
417264.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,122,1
417261.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,122,1
417262.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,122,1
417263.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,126,1
417288.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,126,1
417265.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,122,1
417266.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,122,1
417272.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,127,1
417267.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,122,1
417268.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,122,1
417269.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,122,1
400680.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,63,1
400693.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,63,1
400681.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,63,1
400684.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,63,1
400682.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,59,1
400683.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,59,1
400685.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,63,1
400686.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,63,1
400687.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,59,1
400689.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,63,1
400688.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,59,1
400690.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,63,1
146565.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,142,1
147219.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,162,1
147220.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,162,1
147221.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,162,1
147222.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,146,1
147223.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,162,1
147224.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,163,1
470020.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,144,1
147226.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,161,1
470308.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,144,1
393077.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,125,1
400946.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,129,1
416434.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,127,1
416431.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,121,1
416436.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,127,1
416432.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,127,1
416433.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,127,1
416435.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,129,1
545805.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,135,1
545788.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,135,1
545784.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,135,1
545787.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,135,1
545780.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,135,1
545781.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,135,1
545779.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,135,1
545785.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,135,1
545786.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,135,1
545778.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,135,1
524071.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,75,1
524072.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,75,1
524075.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,75,1
524076.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,75,1
524073.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,75,1
524074.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,75,1
524077.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,75,1
524078.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,75,1
524079.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,75,1
524080.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,75,1
524082.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,75,1
524083.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,75,1
23278.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,119,1
31054.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,119,1
321027.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,120,1
23275.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,118,1
23381.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,119,1
23277.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,119,1
23274.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,119,1
31056.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,118,1
34034.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,119,1
23276.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,120,1
418832.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,102,1
181611.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,102,1
181616.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,120,1
181617.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,120,1
181612.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,120,1
181613.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,120,1
181614.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,120,1
181615.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,120,1
418833.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,102,1
181618.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,102,1
181619.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,102,1
181621.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,102,1
181620.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,102,1
147557.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,50,1
147558.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,50,1
147559.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,42,1
147560.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,50,1
147561.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,46,1
147562.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,50,1
147569.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,38,1
147572.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,39,1
147568.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,50,1
147573.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,50,1
205672.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,116,1
321026.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,88,1
205673.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,89,1
205682.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,116,1
205676.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,110,1
205675.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,112,1
205674.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,116,1
205677.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,118,1
205678.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,116,1
205680.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,110,1
205681.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,91,1
205679.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,116,1
31083.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,118,1
4916.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,118,1
18440.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,88,1
31084.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,88,1
18436.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,88,1
31085.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,88,1
31087.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,88,1
31086.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,118,1
31091.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,118,1
18441.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,88,1
31089.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,118,1
205645.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,61,1
205648.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,61,1
524058.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,61,1
205646.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,48,1
205653.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,48,1
205664.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,48,1
205665.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,61,1
524059.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,61,1
205705.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,114,1
205708.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,114,1
205713.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,114,1
205716.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,114,1
205717.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,114,1
205714.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,114,1
205715.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,114,1
205722.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,114,1
205721.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,114,1
205718.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,114,1
205719.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,114,1
205720.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,114,1
346968.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,105,1
346978.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,105,1
346977.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,105,1
346976.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,105,1
346979.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,105,1
346981.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,105,1
346980.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,105,1
346983.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,105,1
346984.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,105,1
346985.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,105,1
346982.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,105,1
524107.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,169,1
524108.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,169,1
524109.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,165,1
524110.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,167,1
524111.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,167,1
524112.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,167,1
524113.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,167,1
524114.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,167,1
524120.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,167,1
524117.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,167,1
524813.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,167,1
524814.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,165,1
524919.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,167,1
147473.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,62,1
147474.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,62,1
147475.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,62,1
147476.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,62,1
147477.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,62,1
147478.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,63,1
147479.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,62,1
147480.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,56,1
147481.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,58,1
147482.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,63,1
147483.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,56,1
500641.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,126,1
500642.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,126,1
500643.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,126,1
500646.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,126,1
500644.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,126,1
500645.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,126,1
500637.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,126,1
500638.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,126,1
500639.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,126,1
500636.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,126,1
500647.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,126,1
500640.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,126,1
524023.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,190,1
524024.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,191,1
524026.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,190,1
524025.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,190,1
524028.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,190,1
524029.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,190,1
524027.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,190,1
524030.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,190,1
524031.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,190,1
524032.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,186,1
524033.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,190,1
524034.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,186,1
524035.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,190,1
205725.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,102,1
205736.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,102,1
205726.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,123,1
205727.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,123,1
205728.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,123,1
205729.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,123,1
205730.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,123,1
205731.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,123,1
205737.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,123,1
205735.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,123,1
205732.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,123,1
205733.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,123,1
205734.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,123,1
137307.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,159,1
137308.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,164,1
137309.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,165,1
137310.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,155,1
137311.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,165,1
137312.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,165,1
137313.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,165,1
137314.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,201,1
137315.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,132,1
137316.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,163,1
427767.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,27,1
205571.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,38,1
205572.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,34,1
205573.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,35,1
205567.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,34,1
205577.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,24,1
205574.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,33,1
205575.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,24,1
205576.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,32,1
31097.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,91,1
31098.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,87,1
31112.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,89,1
31113.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,92,1
31114.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,91,1
31115.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,89,1
31116.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,63,1
31117.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,83,1
204830.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,170,1
502545.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,170,1
204835.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,170,1
204831.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,170,1
204832.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,170,1
204833.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,170,1
204836.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,170,1
204837.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,170,1
414011.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,170,1
204840.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,170,1
204841.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,168,1
204842.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,170,1
503229.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,202,1
504856.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,202,1
31123.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,200,1
31124.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,162,1
503230.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,202,1
6022.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,200,1
31125.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,160,1
31126.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,161,1
503712.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,202,1
503231.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,200,1
31127.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,161,1
504146.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,202,1
503232.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,202,1
31129.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,202,1
31130.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,163,1
31131.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,160,1
503234.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,202,1
31132.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,162,1
504855.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,154,1
31137.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,115,1
503235.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,156,1
31138.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,154,1
503236.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,154,1
31139.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,115,1
14561.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,115,1
503713.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,158,1
503237.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,154,1
31140.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,114,1
504147.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,154,1
503238.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,158,1
31141.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,114,1
31142.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,115,1
31143.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,154,1
503240.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,154,1
31144.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,115,1
205880.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,178,1
205894.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,182,1
205881.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,182,1
205919.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,176,1
205885.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,184,1
205883.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,176,1
205884.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,176,1
205882.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,180,1
205886.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,176,1
205888.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,176,1
205889.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,176,1
421369.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,159,1
421370.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,171,1
421371.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,169,1
421372.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,171,1
421373.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,167,1
421374.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,167,1
421376.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,170,1
421377.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,170,1
421375.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,151,1
421378.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,171,1
421379.nif,-256|255,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,148,1
